Время сбора данных;Давление;Время между
10:42:32;86,2951;0,10000
10:42:33;86,2951;0,10028
10:42:34;86,2922;0,10056
10:42:35;86,2908;0,10083
10:42:36;86,2889;0,10111
10:42:37;86,2844;0,10139
10:42:38;86,2875;0,10167
10:42:39;86,2877;0,10194
10:42:40;86,2853;0,10222
10:42:41;86,2836;0,10250
10:42:42;86,2875;0,10278
10:42:43;86,2855;0,10306
10:42:44;86,2863;0,10333
10:42:45;86,2876;0,10361
10:42:46;86,2891;0,10389
10:42:47;86,2861;0,10417
10:42:48;86,2817;0,10444
10:42:49;86,2829;0,10472
10:42:50;86,2832;0,10500
10:42:51;86,2844;0,10528
10:42:52;86,2814;0,10556
10:42:53;86,2814;0,10583
10:42:54;86,2856;0,10611
10:42:55;86,2847;0,10639
10:42:56;86,2869;0,10667
10:42:57;86,2879;0,10694
10:42:58;86,2825;0,10722
10:42:59;86,2794;0,10750
10:43:00;86,2795;0,10778
10:43:01;86,2805;0,10806
10:43:02;86,2761;0,10833
10:43:03;86,2734;0,10861
10:43:04;86,2749;0,10889
10:43:05;86,2693;0,10917
10:43:06;86,2671;0,10944
10:43:07;86,2679;0,10972
10:43:08;86,2701;0,11000
10:43:09;86,2703;0,11028
10:43:10;86,2696;0,11056
10:43:11;86,2695;0,11083
10:43:12;86,273;0,11111
10:43:13;86,2713;0,11139
10:43:14;86,2735;0,11167
10:43:15;86,2767;0,11194
10:43:16;86,2812;0,11222
10:43:17;86,2793;0,11250
10:43:18;86,2759;0,11278
10:43:19;86,2802;0,11306
10:43:20;86,2821;0,11333
10:43:21;86,2843;0,11361
10:43:22;86,2836;0,11389
10:43:23;86,2792;0,11417
10:43:24;86,2813;0,11444
10:43:25;86,2802;0,11472
10:43:26;86,2786;0,11500
10:43:27;86,281;0,11528
10:43:28;86,2828;0,11556
10:43:29;86,2802;0,11583
10:43:30;86,2787;0,11611
10:43:31;86,2791;0,11639
10:43:32;86,2817;0,11667
10:43:33;86,2787;0,11694
10:43:34;86,276;0,11722
10:43:35;86,2766;0,11750
10:43:36;86,2773;0,11778
10:43:37;86,28;0,11806
10:43:38;86,2797;0,11833
10:43:39;86,2764;0,11861
10:43:40;86,2749;0,11889
10:43:41;86,274;0,11917
10:43:42;86,275;0,11944
10:43:43;86,2753;0,11972
10:43:44;86,2725;0,12000
10:43:45;86,2727;0,12028
10:43:46;86,2757;0,12056
10:43:47;86,2758;0,12083
10:43:48;86,271;0,12111
10:43:49;86,2725;0,12139
10:43:50;86,2711;0,12167
10:43:51;86,2725;0,12194
10:43:52;86,2721;0,12222
10:43:53;86,2725;0,12250
10:43:54;86,2684;0,12278
10:43:55;86,2757;0,12306
10:43:56;86,2729;0,12333
10:43:57;86,2721;0,12361
10:43:58;86,2777;0,12389
10:43:59;86,2746;0,12417
10:44:00;86,2784;0,12444
10:44:01;86,2775;0,12472
10:44:02;86,2773;0,12500
10:44:03;86,28;0,12528
10:44:04;86,2754;0,12556
10:44:05;86,277;0,12583
10:44:06;86,2779;0,12611
10:44:07;86,286;0,12639
10:44:08;86,2853;0,12667
10:44:09;86,2904;0,12694
10:44:10;86,2877;0,12722
10:44:11;86,286;0,12750
10:44:12;86,2868;0,12778
10:44:13;86,2868;0,12806
10:44:14;86,2916;0,12833
10:44:15;86,2877;0,12861
10:44:16;86,2885;0,12889
10:44:17;86,2893;0,12917
10:44:18;86,2906;0,12944
10:44:19;86,2892;0,12972
10:44:20;86,2877;0,13000
10:44:21;86,2876;0,13028
10:44:22;86,2875;0,13056
10:44:23;86,2877;0,13083
10:44:24;86,2883;0,13111
10:44:25;86,2856;0,13139
10:44:26;86,2857;0,13167
10:44:27;86,2887;0,13194
10:44:28;86,2885;0,13222
10:44:29;86,2892;0,13250
10:44:30;86,2864;0,13278
10:44:31;86,2838;0,13306
10:44:32;86,2831;0,13333
10:44:33;86,2823;0,13361
10:44:34;86,2833;0,13389
10:44:35;86,2845;0,13417
10:44:36;86,2876;0,13444
10:44:37;86,2931;0,13472
10:44:38;86,2933;0,13500
10:44:39;86,2909;0,13528
10:44:40;86,29;0,13556
10:44:41;86,2887;0,13583
10:44:42;86,2879;0,13611
10:44:43;86,2907;0,13639
10:44:44;86,2866;0,13667
10:44:45;86,2925;0,13694
10:44:46;86,2933;0,13722
10:44:47;86,2906;0,13750
10:44:48;86,2933;0,13778
10:44:49;86,292;0,13806
10:44:50;86,2972;0,13833
10:44:51;86,2962;0,13861
10:44:52;86,2992;0,13889
10:44:53;86,2992;0,13917
10:44:54;86,3038;0,13944
10:44:55;86,3018;0,13972
10:44:56;86,3041;0,14000
10:44:57;86,306;0,14028
10:44:58;86,3051;0,14056
10:44:59;86,3051;0,14083
10:45:00;86,3081;0,14111
10:45:01;86,3082;0,14139
10:45:02;86,3064;0,14167
10:45:03;86,3078;0,14194
10:45:04;86,3121;0,14222
10:45:05;86,3119;0,14250
10:45:06;86,3101;0,14278
10:45:07;86,3083;0,14306
10:45:08;86,3089;0,14333
10:45:09;86,3118;0,14361
10:45:10;86,3132;0,14389
10:45:11;86,3179;0,14417
10:45:12;86,321;0,14444
10:45:13;86,3195;0,14472
10:45:14;86,3238;0,14500
10:45:15;86,3229;0,14528
10:45:16;86,3189;0,14556
10:45:17;86,3216;0,14583
10:45:18;86,3236;0,14611
10:45:19;86,3236;0,14639
10:45:20;86,3214;0,14667
10:45:21;86,3215;0,14694
10:45:22;86,3215;0,14722
10:45:23;86,3191;0,14750
10:45:24;86,3168;0,14778
10:45:25;86,3187;0,14806
10:45:26;86,3231;0,14833
10:45:27;86,3206;0,14861
10:45:28;86,3199;0,14889
10:45:29;86,3222;0,14917
10:45:30;86,3214;0,14944
10:45:31;86,3279;0,14972
10:45:32;86,3254;0,15000
10:45:33;86,3241;0,15028
10:45:34;86,32;0,15056
10:45:35;86,3265;0,15083
10:45:36;86,3223;0,15111
10:45:37;86,3233;0,15139
10:45:38;86,3243;0,15167
10:45:39;86,3254;0,15194
10:45:40;86,3264;0,15222
10:45:41;86,3256;0,15250
10:45:42;86,3298;0,15278
10:45:43;86,3274;0,15306
10:45:44;86,3265;0,15333
10:45:45;86,3275;0,15361
10:45:46;86,3301;0,15389
10:45:47;86,3332;0,15417
10:45:48;86,3299;0,15444
10:45:49;86,3311;0,15472
10:45:50;86,3326;0,15500
10:45:51;86,3292;0,15528
10:45:52;86,325;0,15556
10:45:53;86,3275;0,15583
10:45:54;86,3299;0,15611
10:45:55;86,3288;0,15639
10:45:56;86,331;0,15667
10:45:57;86,3307;0,15694
10:45:58;86,3286;0,15722
10:45:59;86,3253;0,15750
10:46:00;86,3259;0,15778
10:46:01;86,3309;0,15806
10:46:02;86,327;0,15833
10:46:03;86,3253;0,15861
10:46:04;86,3224;0,15889
10:46:05;86,3212;0,15917
10:46:06;86,3228;0,15944
10:46:07;86,3249;0,15972
10:46:08;86,3261;0,16000
10:46:09;86,3208;0,16028
10:46:10;86,3185;0,16056
10:46:11;86,316;0,16083
10:46:12;86,3142;0,16111
10:46:13;86,3217;0,16139
10:46:14;86,3161;0,16167
10:46:15;86,3152;0,16194
10:46:16;86,3149;0,16222
10:46:17;86,3115;0,16250
10:46:18;86,3126;0,16278
10:46:19;86,3077;0,16306
10:46:20;86,3155;0,16333
10:46:21;86,3133;0,16361
10:46:22;86,3081;0,16389
10:46:23;86,306;0,16417
10:46:24;86,3048;0,16444
10:46:25;86,3062;0,16472
10:46:26;86,3091;0,16500
10:46:27;86,3111;0,16528
10:46:28;86,3079;0,16556
10:46:29;86,3096;0,16583
10:46:30;86,3113;0,16611
10:46:31;86,3093;0,16639
10:46:32;86,308;0,16667
10:46:33;86,307;0,16694
10:46:34;86,3097;0,16722
10:46:35;86,3133;0,16750
10:46:36;86,3142;0,16778
10:46:37;86,3151;0,16806
10:46:38;86,3187;0,16833
10:46:39;86,3202;0,16861
10:46:40;86,3196;0,16889
10:46:41;86,3214;0,16917
10:46:42;86,3225;0,16944
10:46:43;86,3245;0,16972
10:46:44;86,3236;0,17000
10:46:45;86,3202;0,17028
10:46:46;86,3168;0,17056
10:46:47;86,3187;0,17083
10:46:48;86,3229;0,17111
10:46:49;86,3252;0,17139
10:46:50;86,3237;0,17167
10:46:51;86,3274;0,17194
10:46:52;86,3248;0,17222
10:46:53;86,3233;0,17250
10:46:54;86,3254;0,17278
10:46:55;86,327;0,17306
10:46:56;86,3326;0,17333
10:46:57;86,3339;0,17361
10:46:58;86,3357;0,17389
10:46:59;86,3364;0,17417
10:47:00;86,342;0,17444
10:47:01;86,3385;0,17472
10:47:02;86,3397;0,17500
10:47:03;86,3386;0,17528
10:47:04;86,332;0,17556
10:47:05;86,3279;0,17583
10:47:06;86,3295;0,17611
10:47:07;86,3243;0,17639
10:47:08;86,3249;0,17667
10:47:09;86,3222;0,17694
10:47:10;86,3191;0,17722
10:47:11;86,3204;0,17750
10:47:12;86,3206;0,17778
10:47:13;86,3222;0,17806
10:47:14;86,321;0,17833
10:47:15;86,3178;0,17861
10:47:16;86,3165;0,17889
10:47:17;86,3177;0,17917
10:47:18;86,3146;0,17944
10:47:19;86,3147;0,17972
10:47:20;86,3194;0,18000
10:47:21;86,3234;0,18028
10:47:22;86,3224;0,18056
10:47:23;86,3201;0,18083
10:47:24;86,3226;0,18111
10:47:25;86,3213;0,18139
10:47:26;86,3195;0,18167
10:47:27;86,3234;0,18194
10:47:28;86,3263;0,18222
10:47:29;86,3291;0,18250
10:47:30;86,3308;0,18278
10:47:31;86,3312;0,18306
10:47:32;86,3317;0,18333
10:47:33;86,331;0,18361
10:47:34;86,3348;0,18389
10:47:35;86,3297;0,18417
10:47:36;86,3275;0,18444
10:47:37;86,3283;0,18472
10:47:38;86,3277;0,18500
10:47:39;86,3297;0,18528
10:47:40;86,3256;0,18556
10:47:41;86,3297;0,18583
10:47:42;86,3252;0,18611
10:47:43;86,3286;0,18639
10:47:44;86,3285;0,18667
10:47:45;86,3241;0,18694
10:47:46;86,3277;0,18722
10:47:47;86,3311;0,18750
10:47:48;86,3308;0,18778
10:47:49;86,335;0,18806
10:47:50;86,3346;0,18833
10:47:51;86,3378;0,18861
10:47:52;86,3364;0,18889
10:47:53;86,3341;0,18917
10:47:54;86,3318;0,18944
10:47:55;86,3375;0,18972
10:47:56;86,3398;0,19000
10:47:57;86,3354;0,19028
10:47:58;86,3369;0,19056
10:47:59;86,3381;0,19083
10:48:00;86,3377;0,19111
10:48:01;86,3389;0,19139
10:48:02;86,3361;0,19167
10:48:03;86,3361;0,19194
10:48:04;86,3381;0,19222
10:48:05;86,3384;0,19250
10:48:06;86,3367;0,19278
10:48:07;86,3364;0,19306
10:48:08;86,3391;0,19333
10:48:09;86,3382;0,19361
10:48:10;86,338;0,19389
10:48:11;86,3397;0,19417
10:48:12;86,3431;0,19444
10:48:13;86,3428;0,19472
10:48:14;86,3444;0,19500
10:48:15;86,3454;0,19528
10:48:16;86,3416;0,19556
10:48:17;86,3438;0,19583
10:48:18;86,3496;0,19611
10:48:19;86,3482;0,19639
10:48:20;86,3533;0,19667
10:48:21;86,349;0,19694
10:48:22;86,3509;0,19722
10:48:23;86,3587;0,19750
10:48:24;86,3586;0,19778
10:48:25;86,3561;0,19806
10:48:26;86,3593;0,19833
10:48:27;86,3618;0,19861
10:48:28;86,3629;0,19889
10:48:29;86,3641;0,19917
10:48:30;86,3614;0,19944
10:48:31;86,3605;0,19972
10:48:32;86,3619;0,20000
10:48:33;86,3594;0,20028
10:48:34;86,3587;0,20056
10:48:35;86,3545;0,20083
10:48:36;86,3539;0,20111
10:48:37;86,3496;0,20139
10:48:38;86,3456;0,20167
10:48:39;86,3449;0,20194
10:48:40;86,3439;0,20222
10:48:41;86,3456;0,20250
10:48:42;86,3461;0,20278
10:48:43;86,3432;0,20306
10:48:44;86,3412;0,20333
10:48:45;86,3411;0,20361
10:48:46;86,3412;0,20389
10:48:47;86,3411;0,20417
10:48:48;86,3397;0,20444
10:48:49;86,3415;0,20472
10:48:50;86,3453;0,20500
10:48:51;86,3464;0,20528
10:48:52;86,3451;0,20556
10:48:53;86,3421;0,20583
10:48:54;86,3426;0,20611
10:48:55;86,3447;0,20639
10:48:56;86,3437;0,20667
10:48:57;86,3443;0,20694
10:48:58;86,3472;0,20722
10:48:59;86,3495;0,20750
10:49:00;86,3473;0,20778
10:49:01;86,3485;0,20806
10:49:02;86,3456;0,20833
10:49:03;86,3506;0,20861
10:49:04;86,3519;0,20889
10:49:05;86,343;0,20917
10:49:06;86,3482;0,20944
10:49:07;86,3488;0,20972
10:49:08;86,3504;0,21000
10:49:09;86,3444;0,21028
10:49:10;86,3448;0,21056
10:49:11;86,3512;0,21083
10:49:12;86,3479;0,21111
10:49:13;86,3466;0,21139
10:49:14;86,3454;0,21167
10:49:15;86,3522;0,21194
10:49:16;86,3472;0,21222
10:49:17;86,3517;0,21250
10:49:18;86,3499;0,21278
10:49:19;86,3529;0,21306
10:49:20;86,3563;0,21333
10:49:21;86,3555;0,21361
10:49:22;86,3553;0,21389
10:49:23;86,3573;0,21417
10:49:24;86,3557;0,21444
10:49:25;86,3551;0,21472
10:49:26;86,3563;0,21500
10:49:27;86,3558;0,21528
10:49:28;86,3532;0,21556
10:49:29;86,3538;0,21583
10:49:30;86,353;0,21611
10:49:31;86,3531;0,21639
10:49:32;86,3549;0,21667
10:49:33;86,3562;0,21694
10:49:34;86,3543;0,21722
10:49:35;86,3518;0,21750
10:49:36;86,3516;0,21778
10:49:37;86,3493;0,21806
10:49:38;86,3484;0,21833
10:49:39;86,3493;0,21861
10:49:40;86,3513;0,21889
10:49:41;86,3539;0,21917
10:49:42;86,3555;0,21944
10:49:43;86,3497;0,21972
10:49:44;86,351;0,22000
10:49:45;86,3477;0,22028
10:49:46;86,3468;0,22056
10:49:47;86,3459;0,22083
10:49:48;86,346;0,22111
10:49:49;86,3473;0,22139
10:49:50;86,3431;0,22167
10:49:51;86,3429;0,22194
10:49:52;86,3455;0,22222
10:49:53;86,3433;0,22250
10:49:54;86,3456;0,22278
10:49:55;86,3419;0,22306
10:49:56;86,3476;0,22333
10:49:57;86,3469;0,22361
10:49:58;86,3469;0,22389
10:49:59;86,3438;0,22417
10:50:00;86,3473;0,22444
10:50:01;86,3471;0,22472
10:50:02;86,3496;0,22500
10:50:03;86,3464;0,22528
10:50:04;86,3443;0,22556
10:50:05;86,3455;0,22583
10:50:06;86,351;0,22611
10:50:07;86,349;0,22639
10:50:08;86,3486;0,22667
10:50:09;86,3513;0,22694
10:50:10;86,3529;0,22722
10:50:11;86,3531;0,22750
10:50:12;86,355;0,22778
10:50:13;86,3573;0,22806
10:50:14;86,3571;0,22833
10:50:15;86,3578;0,22861
10:50:16;86,3579;0,22889
10:50:17;86,3568;0,22917
10:50:18;86,3562;0,22944
10:50:19;86,357;0,22972
10:50:20;86,3575;0,23000
10:50:21;86,3544;0,23028
10:50:22;86,3542;0,23056
10:50:23;86,3568;0,23083
10:50:24;86,3577;0,23111
10:50:25;86,3604;0,23139
10:50:26;86,359;0,23167
10:50:27;86,359;0,23194
10:50:28;86,3623;0,23222
10:50:29;86,3625;0,23250
10:50:30;86,3614;0,23278
10:50:31;86,3589;0,23306
10:50:32;86,3616;0,23333
10:50:33;86,3615;0,23361
10:50:34;86,3587;0,23389
10:50:35;86,3621;0,23417
10:50:36;86,3634;0,23444
10:50:37;86,3645;0,23472
10:50:38;86,362;0,23500
10:50:39;86,36;0,23528
10:50:40;86,3601;0,23556
10:50:41;86,367;0,23583
10:50:42;86,3659;0,23611
10:50:43;86,3645;0,23639
10:50:44;86,3649;0,23667
10:50:45;86,3635;0,23694
10:50:46;86,3692;0,23722
10:50:47;86,3676;0,23750
10:50:48;86,3594;0,23778
10:50:49;86,3557;0,23806
10:50:50;86,3417;0,23833
10:50:51;86,3319;0,23861
10:50:52;86,3246;0,23889
10:50:53;86,3156;0,23917
10:50:54;86,3114;0,23944
10:50:55;86,3075;0,23972
10:50:56;86,3007;0,24000
10:50:57;86,2958;0,24028
10:50:58;86,2967;0,24056
10:50:59;86,2961;0,24083
10:51:00;86,2891;0,24111
10:51:01;86,2882;0,24139
10:51:02;86,288;0,24167
10:51:03;86,2848;0,24194
10:51:04;86,2848;0,24222
10:51:05;86,2816;0,24250
10:51:06;86,284;0,24278
10:51:07;86,2854;0,24306
